section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
06 Features,coordinator_login,06.015,What security rule applies to 'School Coordinator Login'?,HTTP-only cookies or secure token handling; no Directus admin token in browser.,feature_security,MVP,school_coordinator,"school_users,directus_users",authentication,,restricted,Implement security control for coordinator_login.,Run permission/isolation test for this feature.,Yes
06 Features,school_dashboard,06.016,What is feature 'School Dashboard' purpose?,Show one-page operational status for the school.,feature,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,Server-side data filtering by school_id required.,Implement feature module school_dashboard with server-side business rules.,Feature smoke test verifies School Dashboard happy path.,Yes
06 Features,school_dashboard,06.017,What inputs does 'School Dashboard' require?,logged-in school user session,feature_input,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,sensitive,Create form/API input contract for school_dashboard.,Validate required inputs and invalid input errors.,Yes
06 Features,school_dashboard,06.018,What outputs does 'School Dashboard' produce?,"dashboard cards for registration, students, payment, exam date, materials, courier, results, certificates",feature_output,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,internal,Create output/status updates for school_dashboard.,Verify expected record/status changes.,Yes
06 Features,school_dashboard,06.019,What gates/validations apply to 'School Dashboard'?,Read own school records only.,feature_gate,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,restricted,Enforce gates server-side for school_dashboard.,Run negative tests for gate failure cases.,Yes
06 Features,school_dashboard,06.020,What security rule applies to 'School Dashboard'?,Server-side data filtering by school_id required.,feature_security,MVP,school_coordinator,"schools,participations,payments,exam_slots,results,certificates",school_portal,,restricted,Implement security control for school_dashboard.,Run permission/isolation test for this feature.,Yes
06 Features,student_template_download,06.021,What is feature 'Student CSV Template Download' purpose?,Provide a standard spreadsheet template to prevent bad uploads.,feature,MVP,school_coordinator,"students,files",student_registration,,"Template can be generic, but school-specific template downloads should be logged.",Implement feature module student_template_download with server-side business rules.,Feature smoke test verifies Student CSV Template Download happy path.,Yes
06 Features,student_template_download,06.022,What inputs does 'Student CSV Template Download' require?,participation_id,feature_input,MVP,school_coordinator,"students,files",student_registration,,sensitive,Create form/API input contract for student_template_download.,Validate required inputs and invalid input errors.,Yes
06 Features,student_template_download,06.023,What outputs does 'Student CSV Template Download' produce?,downloaded CSV/XLSX template with required columns and examples,feature_output,MVP,school_coordinator,"students,files",student_registration,,internal,Create output/status updates for student_template_download.,Verify expected record/status changes.,Yes
06 Features,student_template_download,06.024,What gates/validations apply to 'Student CSV Template Download'?,School participation must be approved and students_open.,feature_gate,MVP,school_coordinator,"students,files",student_registration,,restricted,Enforce gates server-side for student_template_download.,Run negative tests for gate failure cases.,Yes
06 Features,student_template_download,06.025,What security rule applies to 'Student CSV Template Download'?,"Template can be generic, but school-specific template downloads should be logged.",feature_security,MVP,school_coordinator,"students,files",student_registration,,restricted,Implement security control for student_template_download.,Run permission/isolation test for this feature.,Yes
06 Features,student_upload,06.026,What is feature 'Student Upload' purpose?,Allow schools to upload student list in bulk.,feature,MVP,school_coordinator,"students,files,participations",student_registration,,Private file upload; uploaded file scoped to school_id.,Implement feature module student_upload with server-side business rules.,Feature smoke test verifies Student Upload happy path.,Yes
06 Features,student_upload,06.027,What inputs does 'Student Upload' require?,"CSV/XLSX file, participation_id, declaration confirmation",feature_input,MVP,school_coordinator,"students,files,participations",student_registration,,sensitive,Create form/API input contract for student_upload.,Validate required inputs and invalid input errors.,Yes
06 Features,student_upload,06.028,What outputs does 'Student Upload' produce?,"uploaded file record, parsed student draft rows, validation report",feature_output,MVP,school_coordinator,"students,files,participations",student_registration,,internal,Create output/status updates for student_upload.,Verify expected record/status changes.,Yes
06 Features,student_upload,06.029,What gates/validations apply to 'Student Upload'?,Allowed file types only; max file size; participation not locked; consent flag present.,feature_gate,MVP,school_coordinator,"students,files,participations",student_registration,,restricted,Enforce gates server-side for student_upload.,Run negative tests for gate failure cases.,Yes
06 Features,student_upload,06.030,What security rule applies to 'Student Upload'?,Private file upload; uploaded file scoped to school_id.,feature_security,MVP,school_coordinator,"students,files,participations",student_registration,,restricted,Implement security control for student_upload.,Run permission/isolation test for this feature.,Yes
06 Features,student_validation,06.031,What is feature 'Student Validation Review' purpose?,Show valid and invalid rows before final count is locked.,feature,MVP,school_coordinator,students,student_registration,,Validation errors must not expose other schools’ records.,Implement feature module student_validation with server-side business rules.,Feature smoke test verifies Student Validation Review happy path.,Yes
06 Features,student_validation,06.032,What inputs does 'Student Validation Review' require?,parsed student rows and validation results,feature_input,MVP,school_coordinator,students,student_registration,,sensitive,Create form/API input contract for student_validation.,Validate required inputs and invalid input errors.,Yes
06 Features,student_validation,06.033,What outputs does 'Student Validation Review' produce?,"valid students saved, invalid rows rejected with error messages",feature_output,MVP,school_coordinator,students,student_registration,,internal,Create output/status updates for student_validation.,Verify expected record/status changes.,Yes
06 Features,student_validation,06.034,What gates/validations apply to 'Student Validation Review'?,No finalisation until mandatory errors are resolved.,feature_gate,MVP,school_coordinator,students,student_registration,,restricted,Enforce gates server-side for student_validation.,Run negative tests for gate failure cases.,Yes
06 Features,student_validation,06.035,What security rule applies to 'Student Validation Review'?,Validation errors must not expose other schools’ records.,feature_security,MVP,school_coordinator,students,student_registration,,restricted,Implement security control for student_validation.,Run permission/isolation test for this feature.,Yes
06 Features,finalise_student_count,06.036,What is feature 'Finalise Student Count' purpose?,Lock the student count used for billing and exam operations.,feature,MVP,school_coordinator,"participations,students",student_registration,,"After lock, edits require operations/admin override and audit.",Implement feature module finalise_student_count with server-side business rules.,Feature smoke test verifies Finalise Student Count happy path.,Yes
06 Features,finalise_student_count,06.037,What inputs does 'Finalise Student Count' require?,valid student count confirmation,feature_input,MVP,school_coordinator,"participations,students",student_registration,,sensitive,Create form/API input contract for finalise_student_count.,Validate required inputs and invalid input errors.,Yes
06 Features,finalise_student_count,06.038,What outputs does 'Finalise Student Count' produce?,"confirmed_student_count, locked_at timestamp, count_finalised status",feature_output,MVP,school_coordinator,"participations,students",student_registration,,internal,Create output/status updates for finalise_student_count.,Verify expected record/status changes.,Yes
06 Features,finalise_student_count,06.039,What gates/validations apply to 'Finalise Student Count'?,At least one valid student; consent required; no blocking validation errors.,feature_gate,MVP,school_coordinator,"participations,students",student_registration,,restricted,Enforce gates server-side for finalise_student_count.,Run negative tests for gate failure cases.,Yes
06 Features,finalise_student_count,06.040,What security rule applies to 'Finalise Student Count'?,"After lock, edits require operations/admin override and audit.",feature_security,MVP,school_coordinator,"participations,students",student_registration,,restricted,Implement security control for finalise_student_count.,Run permission/isolation test for this feature.,Yes
06 Features,fee_commission_calculation,06.041,What is feature 'Fee and Commission Calculation' purpose?,"Calculate gross amount, school commission, and net amount payable to Finverse.",feature,MVP,system,"participations,payments",payment_workflow,,Calculations server-side only; finance audit visible.,Implement feature module fee_commission_calculation with server-side business rules.,Feature smoke test verifies Fee and Commission Calculation happy path.,Yes
06 Features,fee_commission_calculation,06.042,What inputs does 'Fee and Commission Calculation' require?,"confirmed_student_count, fee_per_student, school_commission_per_student",feature_input,MVP,system,"participations,payments",payment_workflow,,sensitive,Create form/API input contract for fee_commission_calculation.,Validate required inputs and invalid input errors.,Yes
06 Features,fee_commission_calculation,06.043,What outputs does 'Fee and Commission Calculation' produce?,"gross_amount, commission_amount, net_amount_payable",feature_output,MVP,system,"participations,payments",payment_workflow,,internal,Create output/status updates for fee_commission_calculation.,Verify expected record/status changes.,Yes
06 Features,fee_commission_calculation,06.044,What gates/validations apply to 'Fee and Commission Calculation'?,Student count finalised; olympiad fee configured.,feature_gate,MVP,system,"participations,payments",payment_workflow,,restricted,Enforce gates server-side for fee_commission_calculation.,Run negative tests for gate failure cases.,Yes
06 Features,fee_commission_calculation,06.045,What security rule applies to 'Fee and Commission Calculation'?,Calculations server-side only; finance audit visible.,feature_security,MVP,system,"participations,payments",payment_workflow,,restricted,Implement security control for fee_commission_calculation.,Run permission/isolation test for this feature.,Yes
06 Features,payment_link_creation,06.046,What is feature 'Payment Link Creation' purpose?,Create a payment request for the net amount payable by school.,feature,MVP,finance_staff,"payments,participations",payment_workflow,,Provider secret server-side only; trace_id/idempotency required.,Implement feature module payment_link_creation with server-side business rules.,Feature smoke test verifies Payment Link Creation happy path.,Yes
06 Features,payment_link_creation,06.047,What inputs does 'Payment Link Creation' require?,"participation_id, expected_amount, school billing details",feature_input,MVP,finance_staff,"payments,participations",payment_workflow,,sensitive,Create form/API input contract for payment_link_creation.,Validate required inputs and invalid input errors.,Yes
06 Features,payment_link_creation,06.048,What outputs does 'Payment Link Creation' produce?,"payment record, provider payment link, payment_link_created status",feature_output,MVP,finance_staff,"payments,participations",payment_workflow,,internal,Create output/status updates for payment_link_creation.,Verify expected record/status changes.,Yes
06 Features,payment_link_creation,06.049,What gates/validations apply to 'Payment Link Creation'?,Final count locked and amount calculated.,feature_gate,MVP,finance_staff,"payments,participations",payment_workflow,,restricted,Enforce gates server-side for payment_link_creation.,Run negative tests for gate failure cases.,Yes
06 Features,payment_link_creation,06.050,What security rule applies to 'Payment Link Creation'?,Provider secret server-side only; trace_id/idempotency required.,feature_security,MVP,finance_staff,"payments,participations",payment_workflow,,restricted,Implement security control for payment_link_creation.,Run permission/isolation test for this feature.,Yes
06 Features,payment_webhook,06.051,What is feature 'Payment Webhook Processing' purpose?,Update payment status based on provider-confirmed event.,feature,MVP,payment_provider,"payments,participations,audit_events",payment_workflow,,Reject unsigned/duplicate/mismatched webhooks.,Implement feature module payment_webhook with server-side business rules.,Feature smoke test verifies Payment Webhook Processing happy path.,Yes
06 Features,payment_webhook,06.052,What inputs does 'Payment Webhook Processing' require?,signed webhook payload,feature_input,MVP,payment_provider,"payments,participations,audit_events",payment_workflow,,sensitive,Create form/API input contract for payment_webhook.,Validate required inputs and invalid input errors.,Yes
06 Features,payment_webhook,06.053,What outputs does 'Payment Webhook Processing' produce?,"payment_paid/payment_failed status, audit event, school notification",feature_output,MVP,payment_provider,"payments,participations,audit_events",payment_workflow,,internal,Create output/status updates for payment_webhook.,Verify expected record/status changes.,Yes
06 Features,payment_webhook,06.054,What gates/validations apply to 'Payment Webhook Processing'?,"Valid signature, idempotency key, expected amount match.",feature_gate,MVP,payment_provider,"payments,participations,audit_events",payment_workflow,,restricted,Enforce gates server-side for payment_webhook.,Run negative tests for gate failure cases.,Yes
06 Features,payment_webhook,06.055,What security rule applies to 'Payment Webhook Processing'?,Reject unsigned/duplicate/mismatched webhooks.,feature_security,MVP,payment_provider,"payments,participations,audit_events",payment_workflow,,restricted,Implement security control for payment_webhook.,Run permission/isolation test for this feature.,Yes
06 Features,manual_payment_confirmation,06.056,What is feature 'Manual Payment Confirmation' purpose?,Allow finance to mark payment manually confirmed with evidence.,feature,MVP,finance_staff,"payments,audit_events",payment_workflow,,Manual status audited; reversible by allowed roles only.,Implement feature module manual_payment_confirmation with server-side business rules.,Feature smoke test verifies Manual Payment Confirmation happy path.,Yes
06 Features,manual_payment_confirmation,06.057,What inputs does 'Manual Payment Confirmation' require?,"payment reference, amount, date, proof file, reason/notes",feature_input,MVP,finance_staff,"payments,audit_events",payment_workflow,,sensitive,Create form/API input contract for manual_payment_confirmation.,Validate required inputs and invalid input errors.,Yes
06 Features,manual_payment_confirmation,06.058,What outputs does 'Manual Payment Confirmation' produce?,"payment_manually_confirmed status, audit event",feature_output,MVP,finance_staff,"payments,audit_events",payment_workflow,,internal,Create output/status updates for manual_payment_confirmation.,Verify expected record/status changes.,Yes
06 Features,manual_payment_confirmation,06.059,What gates/validations apply to 'Manual Payment Confirmation'?,Finance role only; required evidence present.,feature_gate,MVP,finance_staff,"payments,audit_events",payment_workflow,,restricted,Enforce gates server-side for manual_payment_confirmation.,Run negative tests for gate failure cases.,Yes
06 Features,manual_payment_confirmation,06.060,What security rule applies to 'Manual Payment Confirmation'?,Manual status audited; reversible by allowed roles only.,feature_security,MVP,finance_staff,"payments,audit_events",payment_workflow,,restricted,Implement security control for manual_payment_confirmation.,Run permission/isolation test for this feature.,Yes
06 Features,exam_slot_selection,06.061,What is feature 'Exam Slot Selection' purpose?,Let a paid school select an available exam slot.,feature,MVP,school_coordinator,"exam_slots,participations",exam_slot_booking,,Server-side capacity check and school scope required.,Implement feature module exam_slot_selection with server-side business rules.,Feature smoke test verifies Exam Slot Selection happy path.,Yes
06 Features,exam_slot_selection,06.062,What inputs does 'Exam Slot Selection' require?,"participation_id, slot_id",feature_input,MVP,school_coordinator,"exam_slots,participations",exam_slot_booking,,sensitive,Create form/API input contract for exam_slot_selection.,Validate required inputs and invalid input errors.,Yes
06 Features,exam_slot_selection,06.063,What outputs does 'Exam Slot Selection' produce?,"slot booking, slot_confirmed status",feature_output,MVP,school_coordinator,"exam_slots,participations",exam_slot_booking,,internal,Create output/status updates for exam_slot_selection.,Verify expected record/status changes.,Yes
06 Features,exam_slot_selection,06.064,What gates/validations apply to 'Exam Slot Selection'?,Payment paid/manually_confirmed; slot open; capacity available.,feature_gate,MVP,school_coordinator,"exam_slots,participations",exam_slot_booking,,restricted,Enforce gates server-side for exam_slot_selection.,Run negative tests for gate failure cases.,Yes
06 Features,exam_slot_selection,06.065,What security rule applies to 'Exam Slot Selection'?,Server-side capacity check and school scope required.,feature_security,MVP,school_coordinator,"exam_slots,participations",exam_slot_booking,,restricted,Implement security control for exam_slot_selection.,Run permission/isolation test for this feature.,Yes
06 Features,exam_material_release,06.066,What is feature 'Exam Material Release' purpose?,Release exam pack to school after payment and slot confirmation.,feature,MVP,operations_staff,"exam_materials,participations,files",exam_material_release,,Private files only; signed/controlled downloads; every download audited.,Implement feature module exam_material_release with server-side business rules.,Feature smoke test verifies Exam Material Release happy path.,Yes
06 Features,exam_material_release,06.067,What inputs does 'Exam Material Release' require?,"approved material files, release_at, participation_id",feature_input,MVP,operations_staff,"exam_materials,participations,files",exam_material_release,,sensitive,Create form/API input contract for exam_material_release.,Validate required inputs and invalid input errors.,Yes
06 Features,exam_material_release,06.068,What outputs does 'Exam Material Release' produce?,"released files, materials_released status, download audit",feature_output,MVP,operations_staff,"exam_materials,participations,files",exam_material_release,,internal,Create output/status updates for exam_material_release.,Verify expected record/status changes.,Yes
06 Features,exam_material_release,06.069,What gates/validations apply to 'Exam Material Release'?,"Payment paid, slot confirmed, release window active.",feature_gate,MVP,operations_staff,"exam_materials,participations,files",exam_material_release,,restricted,Enforce gates server-side for exam_material_release.,Run negative tests for gate failure cases.,Yes
06 Features,exam_material_release,06.070,What security rule applies to 'Exam Material Release'?,Private files only; signed/controlled downloads; every download audited.,feature_security,MVP,operations_staff,"exam_materials,participations,files",exam_material_release,,restricted,Implement security control for exam_material_release.,Run permission/isolation test for this feature.,Yes
06 Features,courier_submission,06.071,What is feature 'Courier Submission' purpose?,Capture answer-sheet dispatch details from school.,feature,MVP,school_coordinator,"courier_batches,files",courier_workflow,,School can submit only own batch; receipt file private.,Implement feature module courier_submission with server-side business rules.,Feature smoke test verifies Courier Submission happy path.,Yes
06 Features,courier_submission,06.072,What inputs does 'Courier Submission' require?,"courier company, AWB, dispatch date, package count, sheet count, receipt file",feature_input,MVP,school_coordinator,"courier_batches,files",courier_workflow,,sensitive,Create form/API input contract for courier_submission.,Validate required inputs and invalid input errors.,Yes
06 Features,courier_submission,06.073,What outputs does 'Courier Submission' produce?,"courier batch dispatched status, operations notification",feature_output,MVP,school_coordinator,"courier_batches,files",courier_workflow,,internal,Create output/status updates for courier_submission.,Verify expected record/status changes.,Yes
06 Features,courier_submission,06.074,What gates/validations apply to 'Courier Submission'?,Exam materials released or exam completed; required courier fields present.,feature_gate,MVP,school_coordinator,"courier_batches,files",courier_workflow,,restricted,Enforce gates server-side for courier_submission.,Run negative tests for gate failure cases.,Yes
06 Features,courier_submission,06.075,What security rule applies to 'Courier Submission'?,School can submit only own batch; receipt file private.,feature_security,MVP,school_coordinator,"courier_batches,files",courier_workflow,,restricted,Implement security control for courier_submission.,Run permission/isolation test for this feature.,Yes
06 Features,answer_sheet_receipt,06.076,What is feature 'Answer Sheet Receipt' purpose?,Record physical receipt and exceptions for answer sheets.,feature,MVP,operations_staff,courier_batches,courier_workflow,,Operations-only; all discrepancies audited.,Implement feature module answer_sheet_receipt with server-side business rules.,Feature smoke test verifies Answer Sheet Receipt happy path.,Yes
06 Features,answer_sheet_receipt,06.077,What inputs does 'Answer Sheet Receipt' require?,"received count, seal condition, exceptions, received date",feature_input,MVP,operations_staff,courier_batches,courier_workflow,,sensitive,Create form/API input contract for answer_sheet_receipt.,Validate required inputs and invalid input errors.,Yes
06 Features,answer_sheet_receipt,06.078,What outputs does 'Answer Sheet Receipt' produce?,"received/exception status, evaluation readiness",feature_output,MVP,operations_staff,courier_batches,courier_workflow,,internal,Create output/status updates for answer_sheet_receipt.,Verify expected record/status changes.,Yes
06 Features,answer_sheet_receipt,06.079,What gates/validations apply to 'Answer Sheet Receipt'?,Courier batch dispatched or manually created by operations.,feature_gate,MVP,operations_staff,courier_batches,courier_workflow,,restricted,Enforce gates server-side for answer_sheet_receipt.,Run negative tests for gate failure cases.,Yes
06 Features,answer_sheet_receipt,06.080,What security rule applies to 'Answer Sheet Receipt'?,Operations-only; all discrepancies audited.,feature_security,MVP,operations_staff,courier_batches,courier_workflow,,restricted,Implement security control for answer_sheet_receipt.,Run permission/isolation test for this feature.,Yes
06 Features,omr_result_import,06.081,What is feature 'OMR Result Import' purpose?,Upload OMRChecker CSV and create draft result records.,feature,MVP,evaluator,"omr_imports,results",evaluation_workflow,,Evaluator cannot publish; import file private and audited.,Implement feature module omr_result_import with server-side business rules.,Feature smoke test verifies OMR Result Import happy path.,Yes
06 Features,omr_result_import,06.082,What inputs does 'OMR Result Import' require?,"CSV file with candidate_id, score, max_marks, exception status",feature_input,MVP,evaluator,"omr_imports,results",evaluation_workflow,,sensitive,Create form/API input contract for omr_result_import.,Validate required inputs and invalid input errors.,Yes
06 Features,omr_result_import,06.083,What outputs does 'OMR Result Import' produce?,"omr_import record, draft/imported results, validation report",feature_output,MVP,evaluator,"omr_imports,results",evaluation_workflow,,internal,Create output/status updates for omr_result_import.,Verify expected record/status changes.,Yes
06 Features,omr_result_import,06.084,What gates/validations apply to 'OMR Result Import'?,Answer sheets received; CSV schema valid; candidate IDs matched.,feature_gate,MVP,evaluator,"omr_imports,results",evaluation_workflow,,restricted,Enforce gates server-side for omr_result_import.,Run negative tests for gate failure cases.,Yes
06 Features,omr_result_import,06.085,What security rule applies to 'OMR Result Import'?,Evaluator cannot publish; import file private and audited.,feature_security,MVP,evaluator,"omr_imports,results",evaluation_workflow,,restricted,Implement security control for omr_result_import.,Run permission/isolation test for this feature.,Yes
06 Features,result_approval,06.086,What is feature 'Result Approval' purpose?,Review imported results and approve for publication.,feature,MVP,results_approver,"results,participations",result_publication,,Approval audited; evaluator cannot approve own import if separation is required.,Implement feature module result_approval with server-side business rules.,Feature smoke test verifies Result Approval happy path.,Yes
06 Features,result_approval,06.087,What inputs does 'Result Approval' require?,"reviewed result set, approval decision, notes",feature_input,MVP,results_approver,"results,participations",result_publication,,sensitive,Create form/API input contract for result_approval.,Validate required inputs and invalid input errors.,Yes
06 Features,result_approval,06.088,What outputs does 'Result Approval' produce?,approved or rejected result status,feature_output,MVP,results_approver,"results,participations",result_publication,,internal,Create output/status updates for result_approval.,Verify expected record/status changes.,Yes
06 Features,result_approval,06.089,What gates/validations apply to 'Result Approval'?,No unresolved import exceptions; score/rank validation complete.,feature_gate,MVP,results_approver,"results,participations",result_publication,,restricted,Enforce gates server-side for result_approval.,Run negative tests for gate failure cases.,Yes
06 Features,result_approval,06.090,What security rule applies to 'Result Approval'?,Approval audited; evaluator cannot approve own import if separation is required.,feature_security,MVP,results_approver,"results,participations",result_publication,,restricted,Implement security control for result_approval.,Run permission/isolation test for this feature.,Yes
06 Features,result_publication,06.091,What is feature 'Result Publication' purpose?,Make approved results visible to the school.,feature,MVP,results_approver,"results,participations",result_publication,,Only school-scoped result visibility; no public student result pages.,Implement feature module result_publication with server-side business rules.,Feature smoke test verifies Result Publication happy path.,Yes
06 Features,result_publication,06.092,What inputs does 'Result Publication' require?,"approved result set, publish action",feature_input,MVP,results_approver,"results,participations",result_publication,,sensitive,Create form/API input contract for result_publication.,Validate required inputs and invalid input errors.,Yes
06 Features,result_publication,06.093,What outputs does 'Result Publication' produce?,"published results, school notification, results_published participation status",feature_output,MVP,results_approver,"results,participations",result_publication,,internal,Create output/status updates for result_publication.,Verify expected record/status changes.,Yes
06 Features,result_publication,06.094,What gates/validations apply to 'Result Publication'?,Results approved; payment not reversed; participation not cancelled.,feature_gate,MVP,results_approver,"results,participations",result_publication,,restricted,Enforce gates server-side for result_publication.,Run negative tests for gate failure cases.,Yes
06 Features,result_publication,06.095,What security rule applies to 'Result Publication'?,Only school-scoped result visibility; no public student result pages.,feature_security,MVP,results_approver,"results,participations",result_publication,,restricted,Implement security control for result_publication.,Run permission/isolation test for this feature.,Yes
06 Features,certificate_generation,06.096,What is feature 'Certificate Generation' purpose?,Generate participation/award certificates from published results.,feature,MVP,results_approver,"certificates,results,files",certificate_workflow,,PDF private; verification code public-safe only.,Implement feature module certificate_generation with server-side business rules.,Feature smoke test verifies Certificate Generation happy path.,Yes
06 Features,certificate_generation,06.097,What inputs does 'Certificate Generation' require?,"published results, certificate template, verification code",feature_input,MVP,results_approver,"certificates,results,files",certificate_workflow,,sensitive,Create form/API input contract for certificate_generation.,Validate required inputs and invalid input errors.,Yes
06 Features,certificate_generation,06.098,What outputs does 'Certificate Generation' produce?,"certificate records, private PDF files, issued status",feature_output,MVP,results_approver,"certificates,results,files",certificate_workflow,,internal,Create output/status updates for certificate_generation.,Verify expected record/status changes.,Yes
06 Features,certificate_generation,06.099,What gates/validations apply to 'Certificate Generation'?,Results published; certificate template approved.,feature_gate,MVP,results_approver,"certificates,results,files",certificate_workflow,,restricted,Enforce gates server-side for certificate_generation.,Run negative tests for gate failure cases.,Yes
06 Features,certificate_generation,06.100,What security rule applies to 'Certificate Generation'?,PDF private; verification code public-safe only.,feature_security,MVP,results_approver,"certificates,results,files",certificate_workflow,,restricted,Implement security control for certificate_generation.,Run permission/isolation test for this feature.,Yes
06 Features,certificate_download,06.101,What is feature 'Certificate Download' purpose?,Allow schools to download own certificates.,feature,MVP,school_coordinator,"certificates,files",certificate_workflow,,Private file access through server-side school_id validation.,Implement feature module certificate_download with server-side business rules.,Feature smoke test verifies Certificate Download happy path.,Yes
06 Features,certificate_download,06.102,What inputs does 'Certificate Download' require?,certificate_id or bulk download request,feature_input,MVP,school_coordinator,"certificates,files",certificate_workflow,,sensitive,Create form/API input contract for certificate_download.,Validate required inputs and invalid input errors.,Yes
06 Features,certificate_download,06.103,What outputs does 'Certificate Download' produce?,single PDF or ZIP download,feature_output,MVP,school_coordinator,"certificates,files",certificate_workflow,,internal,Create output/status updates for certificate_download.,Verify expected record/status changes.,Yes
06 Features,certificate_download,06.104,What gates/validations apply to 'Certificate Download'?,Certificate issued; school owns certificate.,feature_gate,MVP,school_coordinator,"certificates,files",certificate_workflow,,restricted,Enforce gates server-side for certificate_download.,Run negative tests for gate failure cases.,Yes
06 Features,certificate_download,06.105,What security rule applies to 'Certificate Download'?,Private file access through server-side school_id validation.,feature_security,MVP,school_coordinator,"certificates,files",certificate_workflow,,restricted,Implement security control for certificate_download.,Run permission/isolation test for this feature.,Yes
06 Features,certificate_verification,06.106,What is feature 'Public Certificate Verification' purpose?,Let anyone verify certificate authenticity using verification code.,feature,MVP,public,certificates,certificate_verification,,Only whitelisted fields public; rate limit verification endpoint.,Implement feature module certificate_verification with server-side business rules.,Feature smoke test verifies Public Certificate Verification happy path.,Yes
06 Features,certificate_verification,06.107,What inputs does 'Public Certificate Verification' require?,verification_code,feature_input,MVP,public,certificates,certificate_verification,,sensitive,Create form/API input contract for certificate_verification.,Validate required inputs and invalid input errors.,Yes
