section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
13 Files and Documents,student_validation_report,13.011,What is document/file 'Student Validation Report' used for?,"Report of valid rows, invalid rows, duplicate warnings, missing fields, consent errors.",document,MVP,system,students,student_validation_report,,private,"Represent document student_validation_report in files/documents spec with mode=generated, formats=csv,xlsx,pdf.",Verify student_validation_report appears in file/document registry.,Yes
13 Files and Documents,student_validation_report,13.012,Who uploads or generates 'Student Validation Report'?,Mode: generated; responsible actor(s): system.,document_owner,MVP,system,students,student_validation_report,,private,Implement upload/generation permission for student_validation_report.,Permission test verifies only system can create student_validation_report.,Yes
13 Files and Documents,student_validation_report,13.013,What formats are allowed for 'Student Validation Report'?,"csv,xlsx,pdf",document_format,MVP,system,students,student_validation_report,,private,"Validate allowed file formats for student_validation_report: csv,xlsx,pdf.",Reject unsupported file format for student_validation_report.,Yes
13 Files and Documents,student_validation_report,13.014,What visibility/security applies to 'Student Validation Report'?,private,document_security,MVP,system,students,student_validation_report,,private,Apply file access policy for student_validation_report: private; Visible only to own school and authorised staff.,File access test verifies student_validation_report cannot be accessed by unauthorised users.,Yes
13 Files and Documents,student_validation_report,13.015,What lifecycle/control rule applies to 'Student Validation Report'?,Visible only to own school and authorised staff.,document_lifecycle,MVP,system,students,student_validation_report,,private,Implement lifecycle/control rule for student_validation_report: Visible only to own school and authorised staff.,Lifecycle test verifies gates/audit for student_validation_report.,Yes
13 Files and Documents,parent_consent_declaration,13.016,What is document/file 'Parent Consent Declaration' used for?,School declaration confirming parent consent has been obtained for submitted students.,document,MVP,"school_coordinator,school_principal","participations,students",parent_consent_declaration,,private,"Represent document parent_consent_declaration in files/documents spec with mode=uploaded_or_generated, formats=pdf,jpg,png.",Verify parent_consent_declaration appears in file/document registry.,Yes
13 Files and Documents,parent_consent_declaration,13.017,Who uploads or generates 'Parent Consent Declaration'?,"Mode: uploaded_or_generated; responsible actor(s): school_coordinator,school_principal.",document_owner,MVP,"school_coordinator,school_principal","participations,students",parent_consent_declaration,,private,Implement upload/generation permission for parent_consent_declaration.,"Permission test verifies only school_coordinator,school_principal can create parent_consent_declaration.",Yes
13 Files and Documents,parent_consent_declaration,13.018,What formats are allowed for 'Parent Consent Declaration'?,"pdf,jpg,png",document_format,MVP,"school_coordinator,school_principal","participations,students",parent_consent_declaration,,private,"Validate allowed file formats for parent_consent_declaration: pdf,jpg,png.",Reject unsupported file format for parent_consent_declaration.,Yes
13 Files and Documents,parent_consent_declaration,13.019,What visibility/security applies to 'Parent Consent Declaration'?,private,document_security,MVP,"school_coordinator,school_principal","participations,students",parent_consent_declaration,,private,Apply file access policy for parent_consent_declaration: private; Required before finalising student count; private and retained by policy.,File access test verifies parent_consent_declaration cannot be accessed by unauthorised users.,Yes
13 Files and Documents,parent_consent_declaration,13.020,What lifecycle/control rule applies to 'Parent Consent Declaration'?,Required before finalising student count; private and retained by policy.,document_lifecycle,MVP,"school_coordinator,school_principal","participations,students",parent_consent_declaration,,private,Implement lifecycle/control rule for parent_consent_declaration: Required before finalising student count; private and retained by policy.,Lifecycle test verifies gates/audit for parent_consent_declaration.,Yes
13 Files and Documents,school_participation_invoice,13.021,What is document/file 'School Participation Invoice/Payment Summary' used for?,"Gross amount, commission, net payable, payment reference and status.",document,MVP,"finance_staff,system","payments,participations",school_participation_invoice,,private,"Represent document school_participation_invoice in files/documents spec with mode=generated, formats=pdf.",Verify school_participation_invoice appears in file/document registry.,Yes
13 Files and Documents,school_participation_invoice,13.022,Who uploads or generates 'School Participation Invoice/Payment Summary'?,"Mode: generated; responsible actor(s): finance_staff,system.",document_owner,MVP,"finance_staff,system","payments,participations",school_participation_invoice,,private,Implement upload/generation permission for school_participation_invoice.,"Permission test verifies only finance_staff,system can create school_participation_invoice.",Yes
13 Files and Documents,school_participation_invoice,13.023,What formats are allowed for 'School Participation Invoice/Payment Summary'?,pdf,document_format,MVP,"finance_staff,system","payments,participations",school_participation_invoice,,private,Validate allowed file formats for school_participation_invoice: pdf.,Reject unsupported file format for school_participation_invoice.,Yes
13 Files and Documents,school_participation_invoice,13.024,What visibility/security applies to 'School Participation Invoice/Payment Summary'?,private,document_security,MVP,"finance_staff,system","payments,participations",school_participation_invoice,,private,Apply file access policy for school_participation_invoice: private; Visible to school coordinator and finance only.,File access test verifies school_participation_invoice cannot be accessed by unauthorised users.,Yes
13 Files and Documents,school_participation_invoice,13.025,What lifecycle/control rule applies to 'School Participation Invoice/Payment Summary'?,Visible to school coordinator and finance only.,document_lifecycle,MVP,"finance_staff,system","payments,participations",school_participation_invoice,,private,Implement lifecycle/control rule for school_participation_invoice: Visible to school coordinator and finance only.,Lifecycle test verifies gates/audit for school_participation_invoice.,Yes
13 Files and Documents,payment_proof,13.026,What is document/file 'Manual Payment Proof' used for?,Evidence for manually confirmed bank/payment record.,document,MVP,finance_staff,payments,payment_proof,,restricted,"Represent document payment_proof in files/documents spec with mode=uploaded, formats=pdf,jpg,png.",Verify payment_proof appears in file/document registry.,Yes
13 Files and Documents,payment_proof,13.027,Who uploads or generates 'Manual Payment Proof'?,Mode: uploaded; responsible actor(s): finance_staff.,document_owner,MVP,finance_staff,payments,payment_proof,,restricted,Implement upload/generation permission for payment_proof.,Permission test verifies only finance_staff can create payment_proof.,Yes
13 Files and Documents,payment_proof,13.028,What formats are allowed for 'Manual Payment Proof'?,"pdf,jpg,png",document_format,MVP,finance_staff,payments,payment_proof,,restricted,"Validate allowed file formats for payment_proof: pdf,jpg,png.",Reject unsupported file format for payment_proof.,Yes
13 Files and Documents,payment_proof,13.029,What visibility/security applies to 'Manual Payment Proof'?,restricted,document_security,MVP,finance_staff,payments,payment_proof,,restricted,Apply file access policy for payment_proof: restricted; Required for manual confirmation; finance/system admin only.,File access test verifies payment_proof cannot be accessed by unauthorised users.,Yes
13 Files and Documents,payment_proof,13.030,What lifecycle/control rule applies to 'Manual Payment Proof'?,Required for manual confirmation; finance/system admin only.,document_lifecycle,MVP,finance_staff,payments,payment_proof,,restricted,Implement lifecycle/control rule for payment_proof: Required for manual confirmation; finance/system admin only.,Lifecycle test verifies gates/audit for payment_proof.,Yes
13 Files and Documents,question_paper,13.031,What is document/file 'Question Paper' used for?,Grade/subject/question-paper file for exam conduct.,document,MVP,operations_staff,exam_materials,question_paper,,restricted,"Represent document question_paper in files/documents spec with mode=uploaded, formats=pdf.",Verify question_paper appears in file/document registry.,Yes
13 Files and Documents,question_paper,13.032,Who uploads or generates 'Question Paper'?,Mode: uploaded; responsible actor(s): operations_staff.,document_owner,MVP,operations_staff,exam_materials,question_paper,,restricted,Implement upload/generation permission for question_paper.,Permission test verifies only operations_staff can create question_paper.,Yes
13 Files and Documents,question_paper,13.033,What formats are allowed for 'Question Paper'?,pdf,document_format,MVP,operations_staff,exam_materials,question_paper,,restricted,Validate allowed file formats for question_paper: pdf.,Reject unsupported file format for question_paper.,Yes
13 Files and Documents,question_paper,13.034,What visibility/security applies to 'Question Paper'?,restricted,document_security,MVP,operations_staff,exam_materials,question_paper,,restricted,"Apply file access policy for question_paper: restricted; Private, gated by payment/slot/release window; downloads audited.",File access test verifies question_paper cannot be accessed by unauthorised users.,Yes
13 Files and Documents,question_paper,13.035,What lifecycle/control rule applies to 'Question Paper'?,"Private, gated by payment/slot/release window; downloads audited.",document_lifecycle,MVP,operations_staff,exam_materials,question_paper,,restricted,"Implement lifecycle/control rule for question_paper: Private, gated by payment/slot/release window; downloads audited.",Lifecycle test verifies gates/audit for question_paper.,Yes
13 Files and Documents,omr_sheet,13.036,What is document/file 'OMR Answer Sheet' used for?,Candidate/school-specific or generic OMR answer sheet.,document,MVP,operations_staff,exam_materials,omr_sheet,,restricted,"Represent document omr_sheet in files/documents spec with mode=generated_or_uploaded, formats=pdf.",Verify omr_sheet appears in file/document registry.,Yes
13 Files and Documents,omr_sheet,13.037,Who uploads or generates 'OMR Answer Sheet'?,Mode: generated_or_uploaded; responsible actor(s): operations_staff.,document_owner,MVP,operations_staff,exam_materials,omr_sheet,,restricted,Implement upload/generation permission for omr_sheet.,Permission test verifies only operations_staff can create omr_sheet.,Yes
13 Files and Documents,omr_sheet,13.038,What formats are allowed for 'OMR Answer Sheet'?,pdf,document_format,MVP,operations_staff,exam_materials,omr_sheet,,restricted,Validate allowed file formats for omr_sheet: pdf.,Reject unsupported file format for omr_sheet.,Yes
13 Files and Documents,omr_sheet,13.039,What visibility/security applies to 'OMR Answer Sheet'?,restricted,document_security,MVP,operations_staff,exam_materials,omr_sheet,,restricted,Apply file access policy for omr_sheet: restricted; Private; released only after gates; downloads audited.,File access test verifies omr_sheet cannot be accessed by unauthorised users.,Yes
13 Files and Documents,omr_sheet,13.040,What lifecycle/control rule applies to 'OMR Answer Sheet'?,Private; released only after gates; downloads audited.,document_lifecycle,MVP,operations_staff,exam_materials,omr_sheet,,restricted,Implement lifecycle/control rule for omr_sheet: Private; released only after gates; downloads audited.,Lifecycle test verifies gates/audit for omr_sheet.,Yes
13 Files and Documents,attendance_sheet,13.041,What is document/file 'Attendance Sheet' used for?,Candidate attendance list for invigilator/school use.,document,MVP,"system,operations_staff","exam_materials,students",attendance_sheet,,private,"Represent document attendance_sheet in files/documents spec with mode=generated, formats=pdf,csv.",Verify attendance_sheet appears in file/document registry.,Yes
13 Files and Documents,attendance_sheet,13.042,Who uploads or generates 'Attendance Sheet'?,"Mode: generated; responsible actor(s): system,operations_staff.",document_owner,MVP,"system,operations_staff","exam_materials,students",attendance_sheet,,private,Implement upload/generation permission for attendance_sheet.,"Permission test verifies only system,operations_staff can create attendance_sheet.",Yes
13 Files and Documents,attendance_sheet,13.043,What formats are allowed for 'Attendance Sheet'?,"pdf,csv",document_format,MVP,"system,operations_staff","exam_materials,students",attendance_sheet,,private,"Validate allowed file formats for attendance_sheet: pdf,csv.",Reject unsupported file format for attendance_sheet.,Yes
13 Files and Documents,attendance_sheet,13.044,What visibility/security applies to 'Attendance Sheet'?,private,document_security,MVP,"system,operations_staff","exam_materials,students",attendance_sheet,,private,Apply file access policy for attendance_sheet: private; Private own-school only; downloaded with exam pack.,File access test verifies attendance_sheet cannot be accessed by unauthorised users.,Yes
13 Files and Documents,attendance_sheet,13.045,What lifecycle/control rule applies to 'Attendance Sheet'?,Private own-school only; downloaded with exam pack.,document_lifecycle,MVP,"system,operations_staff","exam_materials,students",attendance_sheet,,private,Implement lifecycle/control rule for attendance_sheet: Private own-school only; downloaded with exam pack.,Lifecycle test verifies gates/audit for attendance_sheet.,Yes
13 Files and Documents,invigilator_declaration,13.046,What is document/file 'Invigilator Declaration' used for?,Exam conduct declaration signed by invigilator/school.,document,MVP,"school_coordinator,operations_staff","courier_batches,participations",invigilator_declaration,,private,"Represent document invigilator_declaration in files/documents spec with mode=generated_or_uploaded, formats=pdf.",Verify invigilator_declaration appears in file/document registry.,Yes
13 Files and Documents,invigilator_declaration,13.047,Who uploads or generates 'Invigilator Declaration'?,"Mode: generated_or_uploaded; responsible actor(s): school_coordinator,operations_staff.",document_owner,MVP,"school_coordinator,operations_staff","courier_batches,participations",invigilator_declaration,,private,Implement upload/generation permission for invigilator_declaration.,"Permission test verifies only school_coordinator,operations_staff can create invigilator_declaration.",Yes
13 Files and Documents,invigilator_declaration,13.048,What formats are allowed for 'Invigilator Declaration'?,pdf,document_format,MVP,"school_coordinator,operations_staff","courier_batches,participations",invigilator_declaration,,private,Validate allowed file formats for invigilator_declaration: pdf.,Reject unsupported file format for invigilator_declaration.,Yes
13 Files and Documents,invigilator_declaration,13.049,What visibility/security applies to 'Invigilator Declaration'?,private,document_security,MVP,"school_coordinator,operations_staff","courier_batches,participations",invigilator_declaration,,private,Apply file access policy for invigilator_declaration: private; Required where physical exam conduct proof is mandatory.,File access test verifies invigilator_declaration cannot be accessed by unauthorised users.,Yes
13 Files and Documents,invigilator_declaration,13.050,What lifecycle/control rule applies to 'Invigilator Declaration'?,Required where physical exam conduct proof is mandatory.,document_lifecycle,MVP,"school_coordinator,operations_staff","courier_batches,participations",invigilator_declaration,,private,Implement lifecycle/control rule for invigilator_declaration: Required where physical exam conduct proof is mandatory.,Lifecycle test verifies gates/audit for invigilator_declaration.,Yes
13 Files and Documents,courier_label,13.051,What is document/file 'Courier Label' used for?,"Package label with school code, participation code, destination and batch reference.",document,MVP,"system,operations_staff",courier_batches,courier_label,,private,"Represent document courier_label in files/documents spec with mode=generated, formats=pdf.",Verify courier_label appears in file/document registry.,Yes
13 Files and Documents,courier_label,13.052,Who uploads or generates 'Courier Label'?,"Mode: generated; responsible actor(s): system,operations_staff.",document_owner,MVP,"system,operations_staff",courier_batches,courier_label,,private,Implement upload/generation permission for courier_label.,"Permission test verifies only system,operations_staff can create courier_label.",Yes
13 Files and Documents,courier_label,13.053,What formats are allowed for 'Courier Label'?,pdf,document_format,MVP,"system,operations_staff",courier_batches,courier_label,,private,Validate allowed file formats for courier_label: pdf.,Reject unsupported file format for courier_label.,Yes
13 Files and Documents,courier_label,13.054,What visibility/security applies to 'Courier Label'?,private,document_security,MVP,"system,operations_staff",courier_batches,courier_label,,private,Apply file access policy for courier_label: private; Private; included in material/courier workflow.,File access test verifies courier_label cannot be accessed by unauthorised users.,Yes
13 Files and Documents,courier_label,13.055,What lifecycle/control rule applies to 'Courier Label'?,Private; included in material/courier workflow.,document_lifecycle,MVP,"system,operations_staff",courier_batches,courier_label,,private,Implement lifecycle/control rule for courier_label: Private; included in material/courier workflow.,Lifecycle test verifies gates/audit for courier_label.,Yes
13 Files and Documents,courier_receipt,13.056,What is document/file 'Courier Receipt/AWB Proof' used for?,Courier receipt proving answer-sheet dispatch.,document,MVP,school_coordinator,courier_batches,courier_receipt,,private,"Represent document courier_receipt in files/documents spec with mode=uploaded, formats=pdf,jpg,png.",Verify courier_receipt appears in file/document registry.,Yes
13 Files and Documents,courier_receipt,13.057,Who uploads or generates 'Courier Receipt/AWB Proof'?,Mode: uploaded; responsible actor(s): school_coordinator.,document_owner,MVP,school_coordinator,courier_batches,courier_receipt,,private,Implement upload/generation permission for courier_receipt.,Permission test verifies only school_coordinator can create courier_receipt.,Yes
13 Files and Documents,courier_receipt,13.058,What formats are allowed for 'Courier Receipt/AWB Proof'?,"pdf,jpg,png",document_format,MVP,school_coordinator,courier_batches,courier_receipt,,private,"Validate allowed file formats for courier_receipt: pdf,jpg,png.",Reject unsupported file format for courier_receipt.,Yes
13 Files and Documents,courier_receipt,13.059,What visibility/security applies to 'Courier Receipt/AWB Proof'?,private,document_security,MVP,school_coordinator,courier_batches,courier_receipt,,private,Apply file access policy for courier_receipt: private; Required for dispatched status; own-school and operations only.,File access test verifies courier_receipt cannot be accessed by unauthorised users.,Yes
13 Files and Documents,courier_receipt,13.060,What lifecycle/control rule applies to 'Courier Receipt/AWB Proof'?,Required for dispatched status; own-school and operations only.,document_lifecycle,MVP,school_coordinator,courier_batches,courier_receipt,,private,Implement lifecycle/control rule for courier_receipt: Required for dispatched status; own-school and operations only.,Lifecycle test verifies gates/audit for courier_receipt.,Yes
13 Files and Documents,sealed_packet_photo,13.061,What is document/file 'Sealed Packet Photo' used for?,Optional evidence of sealed answer-sheet packet.,document,MVP,school_coordinator,courier_batches,sealed_packet_photo,,private,"Represent document sealed_packet_photo in files/documents spec with mode=uploaded, formats=jpg,png,pdf.",Verify sealed_packet_photo appears in file/document registry.,Yes
13 Files and Documents,sealed_packet_photo,13.062,Who uploads or generates 'Sealed Packet Photo'?,Mode: uploaded; responsible actor(s): school_coordinator.,document_owner,MVP,school_coordinator,courier_batches,sealed_packet_photo,,private,Implement upload/generation permission for sealed_packet_photo.,Permission test verifies only school_coordinator can create sealed_packet_photo.,Yes
13 Files and Documents,sealed_packet_photo,13.063,What formats are allowed for 'Sealed Packet Photo'?,"jpg,png,pdf",document_format,MVP,school_coordinator,courier_batches,sealed_packet_photo,,private,"Validate allowed file formats for sealed_packet_photo: jpg,png,pdf.",Reject unsupported file format for sealed_packet_photo.,Yes
13 Files and Documents,sealed_packet_photo,13.064,What visibility/security applies to 'Sealed Packet Photo'?,private,document_security,MVP,school_coordinator,courier_batches,sealed_packet_photo,,private,Apply file access policy for sealed_packet_photo: private; Private; used for exception handling.,File access test verifies sealed_packet_photo cannot be accessed by unauthorised users.,Yes
13 Files and Documents,sealed_packet_photo,13.065,What lifecycle/control rule applies to 'Sealed Packet Photo'?,Private; used for exception handling.,document_lifecycle,MVP,school_coordinator,courier_batches,sealed_packet_photo,,private,Implement lifecycle/control rule for sealed_packet_photo: Private; used for exception handling.,Lifecycle test verifies gates/audit for sealed_packet_photo.,Yes
13 Files and Documents,omr_raw_scan_archive,13.066,What is document/file 'OMR Raw Scan Archive' used for?,Optional archive of scanned OMR images.,document,MVP,"operations_staff,evaluator",omr_imports,omr_raw_scan_archive,,restricted,"Represent document omr_raw_scan_archive in files/documents spec with mode=uploaded, formats=zip,pdf,jpg,png.",Verify omr_raw_scan_archive appears in file/document registry.,Yes
13 Files and Documents,omr_raw_scan_archive,13.067,Who uploads or generates 'OMR Raw Scan Archive'?,"Mode: uploaded; responsible actor(s): operations_staff,evaluator.",document_owner,MVP,"operations_staff,evaluator",omr_imports,omr_raw_scan_archive,,restricted,Implement upload/generation permission for omr_raw_scan_archive.,"Permission test verifies only operations_staff,evaluator can create omr_raw_scan_archive.",Yes
13 Files and Documents,omr_raw_scan_archive,13.068,What formats are allowed for 'OMR Raw Scan Archive'?,"zip,pdf,jpg,png",document_format,MVP,"operations_staff,evaluator",omr_imports,omr_raw_scan_archive,,restricted,"Validate allowed file formats for omr_raw_scan_archive: zip,pdf,jpg,png.",Reject unsupported file format for omr_raw_scan_archive.,Yes
13 Files and Documents,omr_raw_scan_archive,13.069,What visibility/security applies to 'OMR Raw Scan Archive'?,restricted,document_security,MVP,"operations_staff,evaluator",omr_imports,omr_raw_scan_archive,,restricted,Apply file access policy for omr_raw_scan_archive: restricted; Restricted; not visible to school unless formal review process exists.,File access test verifies omr_raw_scan_archive cannot be accessed by unauthorised users.,Yes
13 Files and Documents,omr_raw_scan_archive,13.070,What lifecycle/control rule applies to 'OMR Raw Scan Archive'?,Restricted; not visible to school unless formal review process exists.,document_lifecycle,MVP,"operations_staff,evaluator",omr_imports,omr_raw_scan_archive,,restricted,Implement lifecycle/control rule for omr_raw_scan_archive: Restricted; not visible to school unless formal review process exists.,Lifecycle test verifies gates/audit for omr_raw_scan_archive.,Yes
13 Files and Documents,omr_result_csv,13.071,What is document/file 'OMR Result CSV' used for?,Output from OMRChecker or equivalent engine.,document,MVP,evaluator,"omr_imports,results",omr_result_csv,,restricted,"Represent document omr_result_csv in files/documents spec with mode=uploaded, formats=csv.",Verify omr_result_csv appears in file/document registry.,Yes
13 Files and Documents,omr_result_csv,13.072,Who uploads or generates 'OMR Result CSV'?,Mode: uploaded; responsible actor(s): evaluator.,document_owner,MVP,evaluator,"omr_imports,results",omr_result_csv,,restricted,Implement upload/generation permission for omr_result_csv.,Permission test verifies only evaluator can create omr_result_csv.,Yes
13 Files and Documents,omr_result_csv,13.073,What formats are allowed for 'OMR Result CSV'?,csv,document_format,MVP,evaluator,"omr_imports,results",omr_result_csv,,restricted,Validate allowed file formats for omr_result_csv: csv.,Reject unsupported file format for omr_result_csv.,Yes
13 Files and Documents,omr_result_csv,13.074,What visibility/security applies to 'OMR Result CSV'?,restricted,document_security,MVP,evaluator,"omr_imports,results",omr_result_csv,,restricted,Apply file access policy for omr_result_csv: restricted; Validated before results are created; never auto-published.,File access test verifies omr_result_csv cannot be accessed by unauthorised users.,Yes
13 Files and Documents,omr_result_csv,13.075,What lifecycle/control rule applies to 'OMR Result CSV'?,Validated before results are created; never auto-published.,document_lifecycle,MVP,evaluator,"omr_imports,results",omr_result_csv,,restricted,Implement lifecycle/control rule for omr_result_csv: Validated before results are created; never auto-published.,Lifecycle test verifies gates/audit for omr_result_csv.,Yes
13 Files and Documents,result_summary_report,13.076,What is document/file 'Result Summary Report' used for?,School-wise and internal result summary.,document,MVP,"results_approver,system",results,result_summary_report,,private,"Represent document result_summary_report in files/documents spec with mode=generated, formats=csv,xlsx,pdf.",Verify result_summary_report appears in file/document registry.,Yes
13 Files and Documents,result_summary_report,13.077,Who uploads or generates 'Result Summary Report'?,"Mode: generated; responsible actor(s): results_approver,system.",document_owner,MVP,"results_approver,system",results,result_summary_report,,private,Implement upload/generation permission for result_summary_report.,"Permission test verifies only results_approver,system can create result_summary_report.",Yes
13 Files and Documents,result_summary_report,13.078,What formats are allowed for 'Result Summary Report'?,"csv,xlsx,pdf",document_format,MVP,"results_approver,system",results,result_summary_report,,private,"Validate allowed file formats for result_summary_report: csv,xlsx,pdf.",Reject unsupported file format for result_summary_report.,Yes
13 Files and Documents,result_summary_report,13.079,What visibility/security applies to 'Result Summary Report'?,private,document_security,MVP,"results_approver,system",results,result_summary_report,,private,Apply file access policy for result_summary_report: private; School view own results only; internal report restricted.,File access test verifies result_summary_report cannot be accessed by unauthorised users.,Yes
13 Files and Documents,result_summary_report,13.080,What lifecycle/control rule applies to 'Result Summary Report'?,School view own results only; internal report restricted.,document_lifecycle,MVP,"results_approver,system",results,result_summary_report,,private,Implement lifecycle/control rule for result_summary_report: School view own results only; internal report restricted.,Lifecycle test verifies gates/audit for result_summary_report.,Yes
13 Files and Documents,ranking_reconciliation_report,13.081,What is document/file 'Ranking Reconciliation Report' used for?,Report showing score/rank computations and tie-breakers.,document,MVP,"results_approver,system",results,ranking_reconciliation_report,,restricted,"Represent document ranking_reconciliation_report in files/documents spec with mode=generated, formats=xlsx,pdf.",Verify ranking_reconciliation_report appears in file/document registry.,Yes
13 Files and Documents,ranking_reconciliation_report,13.082,Who uploads or generates 'Ranking Reconciliation Report'?,"Mode: generated; responsible actor(s): results_approver,system.",document_owner,MVP,"results_approver,system",results,ranking_reconciliation_report,,restricted,Implement upload/generation permission for ranking_reconciliation_report.,"Permission test verifies only results_approver,system can create ranking_reconciliation_report.",Yes
13 Files and Documents,ranking_reconciliation_report,13.083,What formats are allowed for 'Ranking Reconciliation Report'?,"xlsx,pdf",document_format,MVP,"results_approver,system",results,ranking_reconciliation_report,,restricted,"Validate allowed file formats for ranking_reconciliation_report: xlsx,pdf.",Reject unsupported file format for ranking_reconciliation_report.,Yes
13 Files and Documents,ranking_reconciliation_report,13.084,What visibility/security applies to 'Ranking Reconciliation Report'?,restricted,document_security,MVP,"results_approver,system",results,ranking_reconciliation_report,,restricted,Apply file access policy for ranking_reconciliation_report: restricted; Required before publication for ranked awards.,File access test verifies ranking_reconciliation_report cannot be accessed by unauthorised users.,Yes
13 Files and Documents,ranking_reconciliation_report,13.085,What lifecycle/control rule applies to 'Ranking Reconciliation Report'?,Required before publication for ranked awards.,document_lifecycle,MVP,"results_approver,system",results,ranking_reconciliation_report,,restricted,Implement lifecycle/control rule for ranking_reconciliation_report: Required before publication for ranked awards.,Lifecycle test verifies gates/audit for ranking_reconciliation_report.,Yes
13 Files and Documents,certificate_pdf,13.086,What is document/file 'Certificate PDF' used for?,Participation/merit/topper certificate with verification code.,document,MVP,"system,results_approver",certificates,certificate_pdf,,private,"Represent document certificate_pdf in files/documents spec with mode=generated, formats=pdf.",Verify certificate_pdf appears in file/document registry.,Yes
13 Files and Documents,certificate_pdf,13.087,Who uploads or generates 'Certificate PDF'?,"Mode: generated; responsible actor(s): system,results_approver.",document_owner,MVP,"system,results_approver",certificates,certificate_pdf,,private,Implement upload/generation permission for certificate_pdf.,"Permission test verifies only system,results_approver can create certificate_pdf.",Yes
13 Files and Documents,certificate_pdf,13.088,What formats are allowed for 'Certificate PDF'?,pdf,document_format,MVP,"system,results_approver",certificates,certificate_pdf,,private,Validate allowed file formats for certificate_pdf: pdf.,Reject unsupported file format for certificate_pdf.,Yes
13 Files and Documents,certificate_pdf,13.089,What visibility/security applies to 'Certificate PDF'?,private,document_security,MVP,"system,results_approver",certificates,certificate_pdf,,private,Apply file access policy for certificate_pdf: private; Private file; public route only verifies limited metadata.,File access test verifies certificate_pdf cannot be accessed by unauthorised users.,Yes
13 Files and Documents,certificate_pdf,13.090,What lifecycle/control rule applies to 'Certificate PDF'?,Private file; public route only verifies limited metadata.,document_lifecycle,MVP,"system,results_approver",certificates,certificate_pdf,,private,Implement lifecycle/control rule for certificate_pdf: Private file; public route only verifies limited metadata.,Lifecycle test verifies gates/audit for certificate_pdf.,Yes
